datetime,machineID,errorID
07-07-2015 06:00,7,error2
07-07-2015 06:00,7,error3
7/13/2015 5:00:00 AM,7,error2
08-07-2015 18:00,7,error2
08-09-2015 06:00,7,error3
08-11-2015 12:00,7,error1
8/30/2015 10:00:00 PM,7,error4
09-08-2015 19:00,7,error2
9/17/2015 6:00:00 PM,7,error1
9/20/2015 6:00:00 AM,7,error5
9/22/2015 7:00:00 PM,7,error2
10/13/2015 8:00:00 AM,7,error4
10/20/2015 6:00:00 AM,7,error2
10/20/2015 6:00:00 AM,7,error3
10/31/2015 10:00:00 AM,7,error2
11/18/2015 2:00:00 PM,7,error3
11/24/2015 10:00:00 PM,7,error3
12-09-2015 11:00,7,error2
12/16/2015 1:00:00 PM,7,error3
12/19/2015 6:00:00 AM,7,error1
01-05-2015 05:00,8,error2
01-07-2015 07:00,8,error1
1/15/2015 2:00:00 AM,8,error1
02-03-2015 06:00,8,error1
02-03-2015 23:00,8,error4
2/16/2015 5:00:00 PM,8,error3
2/20/2015 11:00:00 PM,8,error3
03-06-2015 06:00,8,error2
03-06-2015 06:00,8,error3
3/21/2015 6:00:00 AM,8,error5
3/26/2015 4:00:00 PM,8,error2
04-06-2015 07:00,8,error2
4/20/2015 6:00:00 AM,8,error2
4/20/2015 6:00:00 AM,8,error3
4/30/2015 10:00:00 PM,8,error2
05-08-2015 08:00,8,error1
5/28/2015 1:00:00 AM,8,error2
06-09-2015 12:00,8,error3
6/28/2015 8:00:00 PM,8,error4
07-02-2015 10:00,8,error2
07-04-2015 17:00,8,error2
08-03-2015 06:00,8,error5
8/14/2015 11:00:00 AM,8,error3
8/24/2015 9:00:00 AM,8,error2
9/18/2015 11:00:00 AM,8,error3
10-07-2015 19:00,8,error4
10-10-2015 06:00,8,error4
10/15/2015 2:00:00 AM,8,error3
10/17/2015 6:00:00 AM,8,error5
10/30/2015 5:00:00 PM,8,error5
11-03-2015 08:00,8,error5
11/15/2015 10:00:00 PM,8,error2
11/18/2015 10:00:00 PM,8,error3
11/19/2015 10:00:00 AM,8,error2
12/15/2015 3:00:00 AM,8,error2
12/16/2015 7:00:00 PM,8,error4
12/19/2015 11:00:00 AM,8,error4
12/23/2015 7:00:00 AM,8,error4
12/23/2015 5:00:00 PM,8,error2
12/24/2015 7:00:00 AM,8,error4
12/30/2015 9:00:00 PM,8,error4
01-01-2016 05:00,8,error3
01-04-2015 04:00,9,error4
01-05-2015 20:00,9,error3
1/25/2015 2:00:00 AM,9,error1
2/18/2015 8:00:00 PM,9,error2
03-03-2015 06:00,9,error1
03-09-2015 11:00,9,error1
3/22/2015 8:00:00 AM,9,error3
04-01-2015 05:00,9,error4
04-10-2015 12:00,9,error5
4/29/2015 4:00:00 AM,9,error1
06-05-2015 11:00,9,error2
6/14/2015 1:00:00 PM,9,error4
6/16/2015 6:00:00 AM,9,error2
6/16/2015 6:00:00 AM,9,error3
6/17/2015 11:00:00 PM,9,error4
6/19/2015 1:00:00 PM,9,error1
6/22/2015 12:00:00 AM,9,error4
07-01-2015 06:00,9,error1
7/16/2015 6:00:00 AM,9,error2
7/16/2015 6:00:00 AM,9,error3
7/30/2015 9:00:00 AM,9,error3
08-08-2015 08:00,9,error4
8/16/2015 5:00:00 AM,9,error1
8/18/2015 1:00:00 PM,9,error4
8/18/2015 3:00:00 PM,9,error1
8/30/2015 6:00:00 AM,9,error2
8/30/2015 6:00:00 AM,9,error3
9/14/2015 6:00:00 AM,9,error1
10-12-2015 01:00,9,error2
10/14/2015 6:00:00 AM,9,error2
10/14/2015 6:00:00 AM,9,error3
11/13/2015 6:00:00 AM,9,error1
11/19/2015 4:00:00 AM,9,error3
11/22/2015 2:00:00 PM,9,error3
11/24/2015 2:00:00 PM,9,error3
12-01-2015 03:00,9,error2
12/13/2015 6:00:00 AM,9,error2
12/13/2015 6:00:00 AM,9,error3
12/13/2015 7:00:00 AM,9,error4
12/27/2015 10:00:00 AM,9,error2
01-01-2015 20:00,10,error1
01-06-2015 04:00,10,error3
1/18/2015 6:00:00 AM,10,error2
1/18/2015 6:00:00 AM,10,error3
1/22/2015 5:00:00 AM,10,error1
1/29/2015 3:00:00 AM,10,error4
02-10-2015 00:00,10,error1
02-11-2015 03:00,10,error1
02-12-2015 23:00,10,error5
2/13/2015 10:00:00 AM,10,error3
03-04-2015 00:00,10,error2
03-05-2015 15:00,10,error3
3/18/2015 11:00:00 AM,10,error1
3/21/2015 2:00:00 PM,10,error4
3/26/2015 8:00:00 AM,10,error1
04-03-2015 06:00,10,error2
04-03-2015 06:00,10,error3
04-06-2015 05:00,10,error2
4/14/2015 12:00:00 AM,10,error3
4/14/2015 9:00:00 AM,10,error1
5/18/2015 6:00:00 AM,10,error2
5/18/2015 6:00:00 AM,10,error3
5/31/2015 3:00:00 AM,10,error1
06-02-2015 06:00,10,error1
06-12-2015 12:00,10,error4
6/16/2015 6:00:00 AM,10,error1
6/17/2015 6:00:00 AM,10,error2
6/17/2015 6:00:00 AM,10,error3
07-01-2015 14:00,10,error3
7/25/2015 4:00:00 PM,10,error3
7/29/2015 4:00:00 AM,10,error5
08-06-2015 07:00,10,error2
08-10-2015 04:00,10,error3
8/17/2015 8:00:00 AM,10,error4
09-10-2015 11:00,10,error1
9/14/2015 5:00:00 PM,10,error1
9/18/2015 5:00:00 AM,10,error1
10-05-2015 00:00,10,error1
10/27/2015 1:00:00 PM,10,error3
10/31/2015 6:00:00 PM,10,error1
11-09-2015 17:00,10,error1
11/21/2015 6:00:00 AM,10,error3
12-08-2015 21:00,10,error2
12/17/2015 9:00:00 AM,10,error1
12/23/2015 1:00:00 PM,10,error2
1/19/2015 6:00:00 AM,11,error2
1/19/2015 6:00:00 AM,11,error3
2/15/2015 1:00:00 AM,11,error4
2/18/2015 6:00:00 AM,11,error4
2/26/2015 11:00:00 PM,11,error4
3/20/2015 7:00:00 AM,11,error3
04-08-2015 02:00,11,error1
04-12-2015 12:00,11,error3
4/15/2015 2:00:00 AM,11,error1
4/19/2015 6:00:00 AM,11,error2
4/19/2015 6:00:00 AM,11,error3
4/19/2015 6:00:00 AM,11,error4
05-10-2015 22:00,11,error4
5/25/2015 11:00:00 PM,11,error1
06-08-2015 08:00,11,error3
6/16/2015 8:00:00 AM,11,error1
6/17/2015 2:00:00 AM,11,error2
6/21/2015 1:00:00 PM,11,error4
7/15/2015 12:00:00 AM,11,error2
7/18/2015 7:00:00 AM,11,error2
8/20/2015 2:00:00 PM,11,error3
8/25/2015 10:00:00 PM,11,error2
8/26/2015 4:00:00 PM,11,error4
09-04-2015 13:00,11,error4
9/13/2015 4:00:00 AM,11,error1
9/29/2015 5:00:00 PM,11,error4
10-01-2015 06:00,11,error4
10-08-2015 01:00,11,error3
10-11-2015 07:00,11,error1
10/20/2015 4:00:00 PM,11,error1
11-02-2015 13:00,11,error4
11-03-2015 17:00,11,error2
11-08-2015 08:00,11,error3
11/14/2015 9:00:00 AM,11,error2
12-04-2015 01:00,11,error2
12-11-2015 10:00,11,error2
12/15/2015 6:00:00 AM,11,error4
12/15/2015 9:00:00 PM,11,error2
12/17/2015 3:00:00 AM,11,error3
01-06-2015 06:00,12,error1
01-06-2015 06:00,12,error2
01-06-2015 06:00,12,error3
1/16/2015 8:00:00 PM,12,error3
02-06-2015 13:00,12,error2
3/14/2015 3:00:00 PM,12,error2
3/22/2015 6:00:00 AM,12,error2
3/22/2015 6:00:00 AM,12,error3
04-03-2015 05:00,12,error3
04-05-2015 00:00,12,error4
04-10-2015 17:00,12,error2
4/25/2015 7:00:00 PM,12,error3
4/26/2015 5:00:00 AM,12,error4
05-04-2015 03:00,12,error2
5/14/2015 10:00:00 AM,12,error1
5/29/2015 12:00:00 PM,12,error2
6/13/2015 10:00:00 AM,12,error3
6/28/2015 7:00:00 PM,12,error3
07-05-2015 06:00,12,error1
7/15/2015 2:00:00 AM,12,error5
7/17/2015 9:00:00 AM,12,error2
7/22/2015 6:00:00 PM,12,error5
08-05-2015 05:00,12,error2
8/16/2015 5:00:00 PM,12,error2
8/28/2015 8:00:00 PM,12,error2
09-03-2015 06:00,12,error1
09-04-2015 20:00,12,error2
9/20/2015 5:00:00 AM,12,error4
9/30/2015 12:00:00 PM,12,error1
10-01-2015 15:00,12,error2
10-03-2015 00:00,12,error4
10-03-2015 06:00,12,error2
10-03-2015 06:00,12,error3
10-03-2015 22:00,12,error2
10-08-2015 23:00,12,error1
10-09-2015 22:00,12,error1
11-04-2015 22:00,12,error1
11-05-2015 05:00,12,error1
11/27/2015 12:00:00 AM,12,error3
11/28/2015 11:00:00 PM,12,error2
12-12-2015 16:00,12,error4
01-10-2015 04:00,13,error5
1/13/2015 9:00:00 PM,13,error3
1/26/2015 9:00:00 AM,13,error2
1/27/2015 7:00:00 AM,13,error1
1/28/2015 8:00:00 PM,13,error1
02-10-2015 20:00,13,error1
2/13/2015 10:00:00 AM,13,error4
2/14/2015 5:00:00 AM,13,error2
2/25/2015 8:00:00 PM,13,error3
03-10-2015 18:00,13,error3
3/20/2015 4:00:00 PM,13,error3
04-06-2015 23:00,13,error2
04-10-2015 06:00,13,error4
04-10-2015 06:00,13,error5
4/13/2015 6:00:00 PM,13,error4
05-05-2015 09:00,13,error4
06-09-2015 06:00,13,error4
6/24/2015 6:00:00 AM,13,error5
07-09-2015 06:00,13,error2
07-09-2015 06:00,13,error3
7/29/2015 4:00:00 AM,13,error3
08-04-2015 18:00,13,error2
08-08-2015 06:00,13,error2
08-08-2015 06:00,13,error3
8/23/2015 6:00:00 AM,13,error1
8/23/2015 6:00:00 AM,13,error4
8/25/2015 3:00:00 PM,13,error3
09-03-2015 20:00,13,error4
9/18/2015 10:00:00 PM,13,error1
9/22/2015 6:00:00 AM,13,error5
9/29/2015 12:00:00 PM,13,error4
10-04-2015 07:00,13,error1
10/22/2015 6:00:00 AM,13,error1
10/23/2015 6:00:00 PM,13,error5
11-06-2015 07:00,13,error1
11/26/2015 3:00:00 AM,13,error1
12-06-2015 06:00,13,error5
12/13/2015 5:00:00 PM,13,error5
12/21/2015 6:00:00 AM,13,error1
12/21/2015 6:00:00 AM,13,error2
12/21/2015 6:00:00 AM,13,error3
12/21/2015 8:00:00 AM,13,error1
01-01-2015 08:00,14,error4
01-03-2015 16:00,14,error1
1/24/2015 5:00:00 PM,14,error4
1/27/2015 11:00:00 AM,14,error4
1/30/2015 6:00:00 AM,14,error2
1/30/2015 6:00:00 AM,14,error3
02-09-2015 20:00,14,error2
2/18/2015 9:00:00 PM,14,error5
2/19/2015 5:00:00 PM,14,error5
03-01-2015 06:00,14,error1
03-07-2015 09:00,14,error1
03-07-2015 17:00,14,error2
3/16/2015 6:00:00 PM,14,error2
3/17/2015 7:00:00 AM,14,error2
4/17/2015 4:00:00 AM,14,error2
4/20/2015 1:00:00 AM,14,error5
05-11-2015 05:00,14,error3
05-12-2015 04:00,14,error3
5/31/2015 5:00:00 AM,14,error5
06-02-2015 20:00,14,error4
6/19/2015 8:00:00 AM,14,error2
6/25/2015 2:00:00 AM,14,error1
6/26/2015 5:00:00 PM,14,error2
7/14/2015 6:00:00 AM,14,error1
7/14/2015 8:00:00 AM,14,error3
7/29/2015 6:00:00 AM,14,error2
7/29/2015 6:00:00 AM,14,error3
8/14/2015 12:00:00 PM,14,error4
8/22/2015 1:00:00 PM,14,error4
8/28/2015 10:00:00 AM,14,error3
9/20/2015 6:00:00 PM,14,error2
10-02-2015 18:00,14,error3
10/13/2015 11:00:00 AM,14,error1
10/21/2015 10:00:00 AM,14,error3
11/30/2015 2:00:00 PM,14,error1
12/17/2015 12:00:00 AM,14,error5
12/22/2015 1:00:00 AM,14,error2
12/23/2015 12:00:00 PM,14,error1
1/13/2015 11:00:00 PM,15,error4
1/14/2015 6:00:00 AM,15,error3
1/19/2015 6:00:00 AM,15,error2
1/19/2015 6:00:00 AM,15,error3
1/19/2015 6:00:00 AM,15,error5
1/22/2015 11:00:00 PM,15,error1
02-11-2015 02:00,15,error2
2/14/2015 12:00:00 AM,15,error1
3/21/2015 11:00:00 PM,15,error1
3/24/2015 8:00:00 PM,15,error1
3/28/2015 11:00:00 PM,15,error2
04-06-2015 10:00,15,error5
04-12-2015 13:00,15,error4
4/23/2015 2:00:00 AM,15,error2
05-10-2015 01:00,15,error1
5/30/2015 4:00:00 AM,15,error4
06-01-2015 21:00,15,error1
06-02-2015 00:00,15,error2
06-03-2015 06:00,15,error1
06-11-2015 06:00,15,error4
6/17/2015 11:00:00 AM,15,error2
6/18/2015 6:00:00 AM,15,error2
6/22/2015 10:00:00 AM,15,error1
6/24/2015 10:00:00 AM,15,error1
07-03-2015 17:00,15,error4
07-05-2015 15:00,15,error2
07-05-2015 21:00,15,error2
07-07-2015 14:00,15,error1
7/22/2015 12:00:00 AM,15,error2
08-02-2015 06:00,15,error1
08-09-2015 15:00,15,error4
09-01-2015 06:00,15,error2
9/23/2015 3:00:00 PM,15,error3
10-02-2015 13:00,15,error3
10-05-2015 20:00,15,error3
10-07-2015 01:00,15,error1
10-07-2015 20:00,15,error4
10/15/2015 1:00:00 PM,15,error4
10/26/2015 1:00:00 AM,15,error2
10/31/2015 6:00:00 AM,15,error2
10/31/2015 6:00:00 AM,15,error3
10/31/2015 6:00:00 AM,15,error5
11-06-2015 14:00,15,error1
11-11-2015 06:00,15,error3
11/13/2015 7:00:00 PM,15,error2
11/14/2015 7:00:00 PM,15,error4
11/19/2015 1:00:00 PM,15,error1
11/20/2015 11:00:00 PM,15,error4
11/22/2015 8:00:00 AM,15,error3
12/21/2015 10:00:00 PM,15,error3
12/30/2015 6:00:00 AM,15,error5
1/16/2015 6:00:00 AM,16,error1
02-09-2015 02:00,16,error3
2/13/2015 12:00:00 AM,16,error1
2/22/2015 5:00:00 AM,16,error1
2/27/2015 4:00:00 PM,16,error3
03-02-2015 06:00,16,error4
03-10-2015 01:00,16,error3
03-10-2015 19:00,16,error5
3/13/2015 5:00:00 PM,16,error5
3/25/2015 12:00:00 PM,16,error2
04-01-2015 06:00,16,error1
04-10-2015 18:00,16,error1
4/22/2015 3:00:00 AM,16,error3
4/22/2015 10:00:00 AM,16,error1
4/28/2015 8:00:00 AM,16,error4
4/28/2015 2:00:00 PM,16,error1
5/16/2015 6:00:00 AM,16,error4
5/21/2015 2:00:00 PM,16,error1
5/28/2015 5:00:00 PM,16,error2
5/31/2015 6:00:00 AM,16,error2
5/31/2015 6:00:00 AM,16,error3
6/15/2015 6:00:00 AM,16,error1
6/22/2015 11:00:00 AM,16,error3
6/30/2015 6:00:00 AM,16,error2
6/30/2015 6:00:00 AM,16,error3
6/30/2015 6:00:00 AM,16,error4
07-07-2015 12:00,16,error2
07-07-2015 17:00,16,error3
07-07-2015 21:00,16,error4
08-01-2015 20:00,16,error4
08-05-2015 08:00,16,error1
8/14/2015 6:00:00 AM,16,error4
9/22/2015 12:00:00 AM,16,error1
9/24/2015 12:00:00 AM,16,error1
10-04-2015 12:00,16,error3
10/13/2015 6:00:00 AM,16,error4
11/26/2015 2:00:00 AM,16,error3
11/27/2015 6:00:00 AM,16,error2
11/27/2015 6:00:00 AM,16,error3
12-07-2015 02:00,16,error1
12/16/2015 8:00:00 PM,16,error3
1/15/2015 6:00:00 AM,17,error4
1/26/2015 11:00:00 PM,17,error2
02-04-2015 00:00,17,error3
2/13/2015 1:00:00 AM,17,error2
2/14/2015 6:00:00 AM,17,error2
2/14/2015 6:00:00 AM,17,error3
2/17/2015 4:00:00 AM,17,error2
03-04-2015 15:00,17,error1
03-06-2015 08:00,17,error4
03-10-2015 18:00,17,error3
3/16/2015 6:00:00 AM,17,error4
3/22/2015 6:00:00 AM,17,error1
3/27/2015 10:00:00 PM,17,error2
3/31/2015 6:00:00 AM,17,error2
3/31/2015 6:00:00 AM,17,error3
3/31/2015 6:00:00 AM,17,error5
4/16/2015 12:00:00 PM,17,error1
4/29/2015 11:00:00 AM,17,error4
5/15/2015 6:00:00 AM,17,error1
5/19/2015 2:00:00 PM,17,error4
5/24/2015 4:00:00 PM,17,error3
06-10-2015 08:00,17,error1
6/14/2015 6:00:00 AM,17,error4
7/14/2015 6:00:00 AM,17,error2
7/14/2015 6:00:00 AM,17,error3
7/16/2015 12:00:00 AM,17,error3
7/24/2015 8:00:00 PM,17,error2
7/25/2015 1:00:00 PM,17,error4
7/28/2015 4:00:00 AM,17,error2
7/29/2015 6:00:00 AM,17,error1
08-01-2015 23:00,17,error1
08-08-2015 22:00,17,error3
8/13/2015 2:00:00 AM,17,error1
8/28/2015 6:00:00 AM,17,error5
09-04-2015 18:00,17,error1
09-06-2015 04:00,17,error2
09-09-2015 00:00,17,error2
9/16/2015 6:00:00 AM,17,error5
9/21/2015 9:00:00 PM,17,error3
10-07-2015 18:00,17,error1
10-11-2015 01:00,17,error2
10/16/2015 2:00:00 AM,17,error2
10/18/2015 2:00:00 AM,17,error4
10/27/2015 6:00:00 AM,17,error4
10/27/2015 6:00:00 AM,17,error5
11/25/2015 6:00:00 PM,17,error2
11/26/2015 6:00:00 AM,17,error2
11/26/2015 6:00:00 AM,17,error3
12/26/2015 6:00:00 AM,17,error1
01-06-2015 19:00,18,error1
01-07-2015 20:00,18,error5
01-10-2015 02:00,18,error5
1/24/2015 6:00:00 AM,18,error1
1/29/2015 6:00:00 AM,18,error5
2/13/2015 9:00:00 AM,18,error4
2/16/2015 2:00:00 PM,18,error1
03-07-2015 10:00,18,error2
03-10-2015 18:00,18,error4
3/25/2015 5:00:00 AM,18,error4
3/25/2015 6:00:00 AM,18,error1
3/25/2015 8:00:00 AM,18,error2
3/30/2015 6:00:00 AM,18,error1
04-02-2015 07:00,18,error3
04-12-2015 16:00,18,error4
05-12-2015 23:00,18,error5
5/14/2015 6:00:00 AM,18,error5
5/15/2015 1:00:00 PM,18,error2
5/15/2015 6:00:00 PM,18,error3
5/19/2015 3:00:00 PM,18,error2
5/24/2015 2:00:00 PM,18,error4
06-06-2015 06:00,18,error1
6/18/2015 5:00:00 PM,18,error2
6/19/2015 7:00:00 PM,18,error1
6/28/2015 6:00:00 AM,18,error2
6/28/2015 6:00:00 AM,18,error3
6/29/2015 6:00:00 PM,18,error1
07-05-2015 05:00,18,error2
07-06-2015 08:00,18,error3
7/28/2015 6:00:00 AM,18,error2
7/28/2015 6:00:00 AM,18,error3
7/29/2015 8:00:00 AM,18,error2
7/30/2015 2:00:00 AM,18,error1
08-01-2015 08:00,18,error3
8/27/2015 6:00:00 AM,18,error5
09-08-2015 12:00,18,error4
09-11-2015 06:00,18,error2
09-11-2015 06:00,18,error3
10-06-2015 00:00,18,error4
10-09-2015 14:00,18,error3
10/23/2015 12:00:00 PM,18,error5
10/26/2015 6:00:00 AM,18,error5
10/31/2015 1:00:00 PM,18,error1
11-09-2015 12:00,18,error3
11/20/2015 9:00:00 AM,18,error2
12/21/2015 8:00:00 AM,18,error4
01-02-2015 04:00,19,error2
01-12-2015 06:00,19,error1
1/23/2015 11:00:00 PM,19,error4
1/24/2015 6:00:00 AM,19,error2
2/26/2015 6:00:00 AM,19,error5
03-01-2015 13:00,19,error4
3/15/2015 12:00:00 PM,19,error4
3/23/2015 3:00:00 AM,19,error1
04-04-2015 10:00,19,error2
04-12-2015 06:00,19,error5
4/18/2015 4:00:00 AM,19,error1
05-12-2015 01:00,19,error2
6/18/2015 3:00:00 AM,19,error4
6/26/2015 6:00:00 AM,19,error5
07-11-2015 21:00,19,error4
7/16/2015 5:00:00 AM,19,error4
08-02-2015 15:00,19,error2
08-06-2015 12:00,19,error1
09-06-2015 14:00,19,error2
09-09-2015 06:00,19,error5
9/25/2015 1:00:00 PM,19,error4
9/28/2015 4:00:00 PM,19,error3
10-07-2015 10:00,19,error2
11-04-2015 17:00,19,error1
